ID,Naam,Level,Value,Parent ID,Pad,Hoofdcategorie,Subcategorie,Sub-subcategorie
sport-en-fitness--wellness-en-ontspanning--sauna,Sauna,3,805,sport-en-fitness--wellness-en-ontspanning,Sport en Fitness > Wellness en Ontspanning > Sauna,Sport en Fitness,Wellness en Ontspanning,Sauna
sport-en-fitness--wintersporten,Wintersporten,2,221,sport-en-fitness,Sport en Fitness > Wintersporten,Sport en Fitness,Wintersporten,
sport-en-fitness--wintersporten--ijshockey,IJshockey,3,2140,sport-en-fitness--wintersporten,Sport en Fitness > Wintersporten > IJshockey,Sport en Fitness,Wintersporten,IJshockey
sport-en-fitness--wintersporten--schaatsen,Schaatsen,3,806,sport-en-fitness--wintersporten,Sport en Fitness > Wintersporten > Schaatsen,Sport en Fitness,Wintersporten,Schaatsen
sport-en-fitness--wintersporten--skiën-en-langlaufen,Skiën en Langlaufen,3,808,sport-en-fitness--wintersporten,Sport en Fitness > Wintersporten > Skiën en Langlaufen,Sport en Fitness,Wintersporten,Skiën en Langlaufen
sport-en-fitness--wintersporten--snowboarden,Snowboarden,3,809,sport-en-fitness--wintersporten,Sport en Fitness > Wintersporten > Snowboarden,Sport en Fitness,Wintersporten,Snowboarden
sport-en-fitness--overige,Overige,2,434,sport-en-fitness,Sport en Fitness > Overige,Sport en Fitness,Overige,
sport-en-fitness--overige--overige-sport-en-fitness,Overige Sport en Fitness,3,801,sport-en-fitness--overige,Sport en Fitness > Overige > Overige Sport en Fitness,Sport en Fitness,Overige,Overige Sport en Fitness
telecommunicatie,Telecommunicatie,1,820,,Telecommunicatie,Telecommunicatie,,
telecommunicatie--datacommunicatie,Datacommunicatie,2,223,telecommunicatie,Telecommunicatie > Datacommunicatie,Telecommunicatie,Datacommunicatie,
telecommunicatie--datacommunicatie--datacommunicatie,Datacommunicatie,3,1454,telecommunicatie--datacommunicatie,Telecommunicatie > Datacommunicatie > Datacommunicatie,Telecommunicatie,Datacommunicatie,Datacommunicatie
telecommunicatie--datacommunicatie--faxen,Faxen,3,826,telecommunicatie--datacommunicatie,Telecommunicatie > Datacommunicatie > Faxen,Telecommunicatie,Datacommunicatie,Faxen
telecommunicatie--datacommunicatie--isdn-en-adsl,ISDN en ADSL,3,827,telecommunicatie--datacommunicatie,Telecommunicatie > Datacommunicatie > ISDN en ADSL,Telecommunicatie,Datacommunicatie,ISDN en ADSL
telecommunicatie--mobiele-telefoons,Mobiele telefoons,2,225,telecommunicatie,Telecommunicatie > Mobiele telefoons,Telecommunicatie,Mobiele telefoons,
telecommunicatie--mobiele-telefoons--apple-iphone,Apple iPhone,3,1953,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > Apple iPhone,Telecommunicatie,Mobiele telefoons,Apple iPhone
telecommunicatie--mobiele-telefoons--blackberry,Blackberry,3,1954,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > Blackberry,Telecommunicatie,Mobiele telefoons,Blackberry
telecommunicatie--mobiele-telefoons--htc,HTC,3,1685,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > HTC,Telecommunicatie,Mobiele telefoons,HTC
telecommunicatie--mobiele-telefoons--huawei,Huawei,3,2897,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > Huawei,Telecommunicatie,Mobiele telefoons,Huawei
telecommunicatie--mobiele-telefoons--lg,LG,3,1632,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > LG,Telecommunicatie,Mobiele telefoons,LG
telecommunicatie--mobiele-telefoons--motorola,Motorola,3,834,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > Motorola,Telecommunicatie,Mobiele telefoons,Motorola
telecommunicatie--mobiele-telefoons--nokia,Nokia,3,836,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > Nokia,Telecommunicatie,Mobiele telefoons,Nokia
telecommunicatie--mobiele-telefoons--sagem,Sagem,3,840,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > Sagem,Telecommunicatie,Mobiele telefoons,Sagem
telecommunicatie--mobiele-telefoons--samsung,Samsung,3,841,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > Samsung,Telecommunicatie,Mobiele telefoons,Samsung
telecommunicatie--mobiele-telefoons--siemens,Siemens,3,842,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > Siemens,Telecommunicatie,Mobiele telefoons,Siemens
telecommunicatie--mobiele-telefoons--sony,Sony,3,843,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > Sony,Telecommunicatie,Mobiele telefoons,Sony
telecommunicatie--mobiele-telefoons--pdas,Pda's,3,340,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > Pda's,Telecommunicatie,Mobiele telefoons,Pda's
telecommunicatie--mobiele-telefoons--overige-merken,Overige merken,3,837,telecommunicatie--mobiele-telefoons,Telecommunicatie > Mobiele telefoons > Overige merken,Telecommunicatie,Mobiele telefoons,Overige merken
telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes,Mobiele telefoons | Hoesjes en Frontjes,2,226,telecommunicatie,Telecommunicatie > Mobiele telefoons | Hoesjes en Frontjes,Telecommunicatie,Mobiele telefoons | Hoesjes en Frontjes,
telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes--apple-iphone,Apple iPhone,3,829,telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes,Telecommunicatie > Mobiele telefoons | Hoesjes en Frontjes > Apple iPhone,Telecommunicatie,Mobiele telefoons | Hoesjes en Frontjes,Apple iPhone
telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes--blackberry,Blackberry,3,2804,telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes,Telecommunicatie > Mobiele telefoons | Hoesjes en Frontjes > Blackberry,Telecommunicatie,Mobiele telefoons | Hoesjes en Frontjes,Blackberry
telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes--htc,HTC,3,2805,telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes,Telecommunicatie > Mobiele telefoons | Hoesjes en Frontjes > HTC,Telecommunicatie,Mobiele telefoons | Hoesjes en Frontjes,HTC
telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes--nokia,Nokia,3,2806,telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes,Telecommunicatie > Mobiele telefoons | Hoesjes en Frontjes > Nokia,Telecommunicatie,Mobiele telefoons | Hoesjes en Frontjes,Nokia
telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes--samsung,Samsung,3,2807,telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes,Telecommunicatie > Mobiele telefoons | Hoesjes en Frontjes > Samsung,Telecommunicatie,Mobiele telefoons | Hoesjes en Frontjes,Samsung
telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes--powerbanks,Powerbanks,3,3040,telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes,Telecommunicatie > Mobiele telefoons | Hoesjes en Frontjes > Powerbanks,Telecommunicatie,Mobiele telefoons | Hoesjes en Frontjes,Powerbanks
telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes--overige-merken,Overige merken,3,2808,telecommunicatie--mobiele-telefoons---hoesjes-en-frontjes,Telecommunicatie > Mobiele telefoons | Hoesjes en Frontjes > Overige merken,Telecommunicatie,Mobiele telefoons | Hoesjes en Frontjes,Overige merken
telecommunicatie--reparaties,Reparaties,2,365,telecommunicatie,Telecommunicatie > Reparaties,Telecommunicatie,Reparaties,
telecommunicatie--reparaties--reparaties,Reparaties,3,1664,telecommunicatie--reparaties,Telecommunicatie > Reparaties > Reparaties,Telecommunicatie,Reparaties,Reparaties
telecommunicatie--telefoon-accessoires,Telefoon-accessoires,2,227,telecommunicatie,Telecommunicatie > Telefoon-accessoires,Telecommunicatie,Telefoon-accessoires,
telecommunicatie--telefoon-accessoires--autoladers,Autoladers,3,3047,telecommunicatie--telefoon-accessoires,Telecommunicatie > Telefoon-accessoires > Autoladers,Telecommunicatie,Telefoon-accessoires,Autoladers
telecommunicatie--telefoon-accessoires--batterijen-en-accus,Batterijen en Accu's,3,1683,telecommunicatie--telefoon-accessoires,Telecommunicatie > Telefoon-accessoires > Batterijen en Accu's,Telecommunicatie,Telefoon-accessoires,Batterijen en Accu's
telecommunicatie--telefoon-accessoires--oordopjes,Oordopjes,3,1956,telecommunicatie--telefoon-accessoires,Telecommunicatie > Telefoon-accessoires > Oordopjes,Telecommunicatie,Telefoon-accessoires,Oordopjes
telecommunicatie--telefoon-accessoires--pda-toebehoren,Pda-toebehoren,3,1684,telecommunicatie--telefoon-accessoires,Telecommunicatie > Telefoon-accessoires > Pda-toebehoren,Telecommunicatie,Telefoon-accessoires,Pda-toebehoren
telecommunicatie--telefoon-accessoires--prepaidkaarten-en-simkaarten,Prepaidkaarten en Simkaarten,3,846,telecommunicatie--telefoon-accessoires,Telecommunicatie > Telefoon-accessoires > Prepaidkaarten en Simkaarten,Telecommunicatie,Telefoon-accessoires,Prepaidkaarten en Simkaarten
telecommunicatie--telefoon-accessoires--software,Software,3,1958,telecommunicatie--telefoon-accessoires,Telecommunicatie > Telefoon-accessoires > Software,Telecommunicatie,Telefoon-accessoires,Software
telecommunicatie--telefoon-accessoires--telefoon-opladers,Telefoon-opladers,3,1957,telecommunicatie--telefoon-accessoires,Telecommunicatie > Telefoon-accessoires > Telefoon-opladers,Telecommunicatie,Telefoon-accessoires,Telefoon-opladers
telecommunicatie--telefoon-accessoires--telefoonhouders,Telefoonhouders,3,3046,telecommunicatie--telefoon-accessoires,Telecommunicatie > Telefoon-accessoires > Telefoonhouders,Telecommunicatie,Telefoon-accessoires,Telefoonhouders
telecommunicatie--telefoon-accessoires--toebehoren-en-onderdelen,Toebehoren en Onderdelen,3,1959,telecommunicatie--telefoon-accessoires,Telecommunicatie > Telefoon-accessoires > Toebehoren en Onderdelen,Telecommunicatie,Telefoon-accessoires,Toebehoren en Onderdelen
telecommunicatie--vaste-telefoons-en-toebehoren,Vaste telefoons en Toebehoren,2,228,telecommunicatie,Telecommunicatie > Vaste telefoons en Toebehoren,Telecommunicatie,Vaste telefoons en Toebehoren,
telecommunicatie--vaste-telefoons-en-toebehoren--antwoordapparaten,Antwoordapparaten,3,822,telecommunicatie--vaste-telefoons-en-toebehoren,Telecommunicatie > Vaste telefoons en Toebehoren > Antwoordapparaten,Telecommunicatie,Vaste telefoons en Toebehoren,Antwoordapparaten
telecommunicatie--vaste-telefoons-en-toebehoren--draadloze-handsets,Draadloze handsets,3,851,telecommunicatie--vaste-telefoons-en-toebehoren,Telecommunicatie > Vaste telefoons en Toebehoren > Draadloze handsets,Telecommunicatie,Vaste telefoons en Toebehoren,Draadloze handsets
telecommunicatie--vaste-telefoons-en-toebehoren--niet-draadloze-handsets,Niet-draadloze handsets,3,852,telecommunicatie--vaste-telefoons-en-toebehoren,Telecommunicatie > Vaste telefoons en Toebehoren > Niet-draadloze handsets,Telecommunicatie,Vaste telefoons en Toebehoren,Niet-draadloze handsets
telecommunicatie--vaste-telefoons-en-toebehoren--telefooncentrales,Telefooncentrales,3,850,telecommunicatie--vaste-telefoons-en-toebehoren,Telecommunicatie > Vaste telefoons en Toebehoren > Telefooncentrales,Telecommunicatie,Vaste telefoons en Toebehoren,Telefooncentrales
telecommunicatie--wearables-en-accessoires,Wearables en Accessoires,2,426,telecommunicatie,Telecommunicatie > Wearables en Accessoires,Telecommunicatie,Wearables en Accessoires,
telecommunicatie--wearables-en-accessoires--activity-trackers,Activity trackers,3,3042,telecommunicatie--wearables-en-accessoires,Telecommunicatie > Wearables en Accessoires > Activity trackers,Telecommunicatie,Wearables en Accessoires,Activity trackers
telecommunicatie--wearables-en-accessoires--smartwatches,Smartwatches,3,3041,telecommunicatie--wearables-en-accessoires,Telecommunicatie > Wearables en Accessoires > Smartwatches,Telecommunicatie,Wearables en Accessoires,Smartwatches
telecommunicatie--wearables-en-accessoires--sporthorloges,Sporthorloges,3,3045,telecommunicatie--wearables-en-accessoires,Telecommunicatie > Wearables en Accessoires > Sporthorloges,Telecommunicatie,Wearables en Accessoires,Sporthorloges
telecommunicatie--wearables-en-accessoires--wearable-accessoires,Wearable-accessoires,3,3043,telecommunicatie--wearables-en-accessoires,Telecommunicatie > Wearables en Accessoires > Wearable-accessoires,Telecommunicatie,Wearables en Accessoires,Wearable-accessoires
telecommunicatie--zenders-en-ontvangers,Zenders en Ontvangers,2,229,telecommunicatie,Telecommunicatie > Zenders en Ontvangers,Telecommunicatie,Zenders en Ontvangers,
telecommunicatie--zenders-en-ontvangers--antennes-en-masten,Antennes en Masten,3,821,telecommunicatie--zenders-en-ontvangers,Telecommunicatie > Zenders en Ontvangers > Antennes en Masten,Telecommunicatie,Zenders en Ontvangers,Antennes en Masten
telecommunicatie--zenders-en-ontvangers--portofoons-en-walkie-talkies,Portofoons en Walkie-talkies,3,845,telecommunicatie--zenders-en-ontvangers,Telecommunicatie > Zenders en Ontvangers > Portofoons en Walkie-talkies,Telecommunicatie,Zenders en Ontvangers,Portofoons en Walkie-talkies
telecommunicatie--zenders-en-ontvangers--scanners,Scanners,3,848,telecommunicatie--zenders-en-ontvangers,Telecommunicatie > Zenders en Ontvangers > Scanners,Telecommunicatie,Zenders en Ontvangers,Scanners
telecommunicatie--zenders-en-ontvangers--zenders-en-ontvangers,Zenders en Ontvangers,3,855,telecommunicatie--zenders-en-ontvangers,Telecommunicatie > Zenders en Ontvangers > Zenders en Ontvangers,Telecommunicatie,Zenders en Ontvangers,Zenders en Ontvangers
telecommunicatie--overige,Overige,2,230,telecommunicatie,Telecommunicatie > Overige,Telecommunicatie,Overige,
telecommunicatie--overige--carkits,Carkits,3,825,telecommunicatie--overige,Telecommunicatie > Overige > Carkits,Telecommunicatie,Overige,Carkits
telecommunicatie--overige--overige-telecommunicatie,Overige Telecommunicatie,3,844,telecommunicatie--overige,Telecommunicatie > Overige > Overige Telecommunicatie,Telecommunicatie,Overige,Overige Telecommunicatie
tickets-en-kaartjes,Tickets en Kaartjes,1,1984,,Tickets en Kaartjes,Tickets en Kaartjes,,
tickets-en-kaartjes--concerten,Concerten,2,231,tickets-en-kaartjes,Tickets en Kaartjes > Concerten,Tickets en Kaartjes,Concerten,
tickets-en-kaartjes--concerten--dance,Dance,3,1986,tickets-en-kaartjes--concerten,Tickets en Kaartjes > Concerten > Dance,Tickets en Kaartjes,Concerten,Dance
tickets-en-kaartjes--concerten--house-techno-en-trance,"House, Techno en Trance",3,1988,tickets-en-kaartjes--concerten,"Tickets en Kaartjes > Concerten > House, Techno en Trance",Tickets en Kaartjes,Concerten,"House, Techno en Trance"
tickets-en-kaartjes--concerten--jazz-en-blues,Jazz en Blues,3,1989,tickets-en-kaartjes--concerten,Tickets en Kaartjes > Concerten > Jazz en Blues,Tickets en Kaartjes,Concerten,Jazz en Blues
tickets-en-kaartjes--concerten--klassiek,Klassiek,3,1990,tickets-en-kaartjes--concerten,Tickets en Kaartjes > Concerten > Klassiek,Tickets en Kaartjes,Concerten,Klassiek
tickets-en-kaartjes--concerten--nederlandstalig,Nederlandstalig,3,1992,tickets-en-kaartjes--concerten,Tickets en Kaartjes > Concerten > Nederlandstalig,Tickets en Kaartjes,Concerten,Nederlandstalig
tickets-en-kaartjes--concerten--pop,Pop,3,1249,tickets-en-kaartjes--concerten,Tickets en Kaartjes > Concerten > Pop,Tickets en Kaartjes,Concerten,Pop
tickets-en-kaartjes--concerten--r&b-en-hiphop,R&B en Hiphop,3,1993,tickets-en-kaartjes--concerten,Tickets en Kaartjes > Concerten > R&B en Hiphop,Tickets en Kaartjes,Concerten,R&B en Hiphop
tickets-en-kaartjes--concerten--rock-en-metal,Rock en Metal,3,1994,tickets-en-kaartjes--concerten,Tickets en Kaartjes > Concerten > Rock en Metal,Tickets en Kaartjes,Concerten,Rock en Metal
tickets-en-kaartjes--concerten--overige,Overige,3,1996,tickets-en-kaartjes--concerten,Tickets en Kaartjes > Concerten > Overige,Tickets en Kaartjes,Concerten,Overige
tickets-en-kaartjes--cultuur,Cultuur,2,232,tickets-en-kaartjes,Tickets en Kaartjes > Cultuur,Tickets en Kaartjes,Cultuur,
tickets-en-kaartjes--cultuur--cabaret-en-komedie,Cabaret en Komedie,3,1250,tickets-en-kaartjes--cultuur,Tickets en Kaartjes > Cultuur > Cabaret en Komedie,Tickets en Kaartjes,Cultuur,Cabaret en Komedie
tickets-en-kaartjes--cultuur--filmkaartjes,Filmkaartjes,3,1246,tickets-en-kaartjes--cultuur,Tickets en Kaartjes > Cultuur > Filmkaartjes,Tickets en Kaartjes,Cultuur,Filmkaartjes
tickets-en-kaartjes--cultuur--musea,Musea,3,1248,tickets-en-kaartjes--cultuur,Tickets en Kaartjes > Cultuur > Musea,Tickets en Kaartjes,Cultuur,Musea
tickets-en-kaartjes--cultuur--musical,Musical,3,2014,tickets-en-kaartjes--cultuur,Tickets en Kaartjes > Cultuur > Musical,Tickets en Kaartjes,Cultuur,Musical
tickets-en-kaartjes--cultuur--toneel-dans-en-opera,"Toneel, Dans en Opera",3,2016,tickets-en-kaartjes--cultuur,"Tickets en Kaartjes > Cultuur > Toneel, Dans en Opera",Tickets en Kaartjes,Cultuur,"Toneel, Dans en Opera"
tickets-en-kaartjes--cultuur--overige,Overige,3,2017,tickets-en-kaartjes--cultuur,Tickets en Kaartjes > Cultuur > Overige,Tickets en Kaartjes,Cultuur,Overige
tickets-en-kaartjes--recreatie-en-festivals,Recreatie en Festivals,2,233,tickets-en-kaartjes,Tickets en Kaartjes > Recreatie en Festivals,Tickets en Kaartjes,Recreatie en Festivals,
tickets-en-kaartjes--recreatie-en-festivals--beurzen,Beurzen,3,2898,tickets-en-kaartjes--recreatie-en-festivals,Tickets en Kaartjes > Recreatie en Festivals > Beurzen,Tickets en Kaartjes,Recreatie en Festivals,Beurzen
tickets-en-kaartjes--recreatie-en-festivals--dierentuinen,Dierentuinen,3,1997,tickets-en-kaartjes--recreatie-en-festivals,Tickets en Kaartjes > Recreatie en Festivals > Dierentuinen,Tickets en Kaartjes,Recreatie en Festivals,Dierentuinen
tickets-en-kaartjes--recreatie-en-festivals--evenementen-en-festivals,Evenementen en Festivals,3,1448,tickets-en-kaartjes--recreatie-en-festivals,Tickets en Kaartjes > Recreatie en Festivals > Evenementen en Festivals,Tickets en Kaartjes,Recreatie en Festivals,Evenementen en Festivals
